#1
#	time	volume.medium.T	volume.medium.p	der(volume.medium.T)	der(volume.medium.p)	der(volume.U)	der(volume.m)	der(volume.medium.d)	der(volume.medium.u)	der(volume.ports[5].h_outflow)	boundary.medium.MM	boundary.medium.R_s	boundary.medium.T_degC	boundary.medium.X[1]	boundary.medium.d	boundary.medium.p_bar	boundary.medium.u	boundary1.medium.MM	boundary1.medium.R_s	boundary1.medium.T_degC	boundary1.medium.X[1]	boundary1.medium.d	boundary1.medium.p_bar	boundary1.medium.u	boundary11.medium.MM	boundary11.medium.R_s	boundary11.medium.T_degC	boundary11.medium.X[1]	boundary11.medium.d	boundary11.medium.p_bar	boundary11.medium.u	m_flow_orifice1.m_flow_dat	m_flow_orifice1.port_a.m_flow	m_flow_orifice1.port_b.m_flow	m_flow_par_test.port_a.m_flow	m_flow_par_test.port_b.m_flow	orifice.A_mean	orifice.F_p	orifice.I	orifice.Ib_flow	orifice.V_flow	orifice.d	orifice.dp	orifice.dp_fg	orifice.m_flow	orifice.pathLength	orifice.port_a_T	orifice.port_b_T	orifice1.A_mean	orifice1.F_p	orifice1.I	orifice1.Ib_flow	orifice1.V_flow	orifice1.d	orifice1.dp	orifice1.dp_fg	orifice1.pathLength	orifice1.port_a_T	orifice1.port_b_T	orifice2.A_mean	orifice2.F_p	orifice2.I	orifice2.Ib_flow	orifice2.V_flow	orifice2.d	orifice2.dp	orifice2.dp_fg	orifice2.m_flow	orifice2.pathLength	orifice2.port_a_T	orifice2.port_b_T	volume.Hb_flow	volume.U	volume.Wb_flow	volume.heatTransfer.heatPorts[1].Q_flow	volume.heatTransfer.surfaceAreas[1]	volume.m	volume.m_flow_turbulent[1]	volume.m_flow_turbulent[2]	volume.m_flow_turbulent[3]	volume.m_flow_turbulent[4]	volume.m_flow_turbulent[5]	volume.mb_flow	volume.medium.MM	volume.medium.R_s	volume.medium.T_degC	volume.medium.X[1]	volume.medium.d	volume.medium.p_bar	volume.medium.u	volume.portAreas[1]	volume.portAreas[2]	volume.portAreas[3]	volume.portAreas[4]	volume.portAreas[5]	volume.portInDensities[1]	volume.portInDensities[2]	volume.portInDensities[3]	volume.portInDensities[4]	volume.portInDensities[5]	volume.portVelocities[1]	volume.portVelocities[2]	volume.portVelocities[3]	volume.portVelocities[4]	volume.portVelocities[5]	volume.ports[5].h_outflow	volume.ports[4].m_flow	volume.ports[5].m_flow	volume.ports_E_flow[1]	volume.ports_E_flow[2]	volume.ports_E_flow[3]	volume.ports_E_flow[4]	volume.ports_E_flow[5]	volume.ports_H_flow[1]	volume.ports_H_flow[2]	volume.ports_H_flow[3]	volume.ports_H_flow[4]	volume.ports_H_flow[5]	volume.ports_penetration[1]	volume.ports_penetration[2]	volume.ports_penetration[3]	volume.ports_penetration[4]	volume.ports_penetration[5]	volume.s[1]	volume.s[2]	volume.s[3]	volume.s[4]	volume.s[5]	boundary.ports[1].m_flow	boundary1.ports[1].m_flow	boundary1.ports[2].m_flow	boundary1.ports[3].m_flow	boundary11.ports[1].m_flow	m_flow_orifice1.port_a.p	m_flow_orifice1.port_b.h_outflow	m_flow_par_test.port_a.p	m_flow_par_test.port_b.h_outflow	orifice.F_fg	orifice.port_a.h_outflow	orifice.port_a.m_flow	orifice.port_b.m_flow	orifice.port_b.p	orifice1.F_fg	orifice1.m_flow	orifice1.port_a.m_flow	orifice1.port_a.p	orifice1.port_b.h_outflow	orifice1.port_b.m_flow	orifice2.F_fg	orifice2.port_a.m_flow	orifice2.port_a.p	orifice2.port_b.h_outflow	orifice2.port_b.m_flow	volume.Qb_flow	volume.heatTransfer.Q_flows[1]	volume.heatTransfer.Ts[1]	volume.heatTransfer.heatPorts[1].T	volume.heatTransfer.states[1].T	volume.heatTransfer.states[1].p	volume.medium.h	volume.medium.state.T	volume.medium.state.p	volume.ports[1].h_outflow	volume.ports[2].h_outflow	volume.ports[3].h_outflow	volume.ports[4].h_outflow	volume.ports[1].m_flow	volume.ports[2].m_flow	volume.ports[3].m_flow	volume.ports[1].p	volume.ports[2].p	volume.ports[3].p	volume.ports[4].p	volume.ports[5].p	volume.vessel_ps_static[1]	volume.vessel_ps_static[2]	volume.vessel_ps_static[3]	volume.vessel_ps_static[4]	volume.vessel_ps_static[5]
	double table01(102,179)																																																																																																																																																																																		
	2.5	288.150000019674	146611.332101502	-4.211951600825E-07	3.87324176688337E-05	9.427685654373E-08	3.05919179E-12	3.05919178878E-09	-0.000302091228079378	-0.000422995814725326	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649058112	0	0	0	0	7.85398163397448E-05	-4.19313617137169	0	0	0.0165045405117564	2.09524461586959	53388.6678984983	53388.6678984983	0.0399075811353231	0	288.15	288.15	7.85398163397448E-05	-3.6608454626028	0	0	0.0180117487782641	1.49075064181899	46611.3321015017	46611.3321015017	0	288.150000019674	288.150000019674	1.96349540849362E-05	-0.9152113656507	0	0	0.00454411230843876	1.49075064181899	46611.3321015017	46611.3321015017	0.00798151622645279	0	288.150000019113	288.150000019113	9.427685654373E-08	364.873583505893	0	0	0.0483597586204941	0.00177251333553677	1E+060	1E+060	1E+060	1E+060	1E+060	3.05919179E-12	0.0289651159	287.051224952979	15.000000019674	1	1.77251333553677	1.46611332101502	205850.966641895	0	0	0	0	0	1.77251333565779	1.77251333565779	1.77251333565779	1.77251333553677	1.77251333553677	0	0	0	0	0	288564.777117743	0	0	0	0	0	0	0	11515.9222548343	-9212.737803792	-2303.184450948	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811353231	0.0319260649058112	0	0	0.00798151622645279	146611.332101502	288564.777117743	146611.332101502	288564.777117743	4.19313617137169	288564.777117743	0.0399075811353231	-0.0399075811353231	146611.332101502	3.6608454626028	0.0319260649058112	0.0319260649058112	146611.332101502	288564.777117743	-0.0319260649058112	0.9152113656507	0.00798151622645279	146611.332101502	288564.777117743	-0.00798151622645279	0	0	288.150000019674	288.150000019674	288.150000019674	146611.332101502	288564.777117743	288.150000019674	146611.332101502	288564.777117743	288564.777117743	288564.777117743	288564.777117743	0.0399075811353231	-0.0319260649058112	-0.00798151622645279	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502	146611.332101502
	2.6	288.150000008025	146611.332102573	-1.7180608192249E-07	1.57944585376161E-05	3.844434104394E-08	1.24779354E-12	1.24779353516E-09	-0.000123223425143984	-0.000172540571414205	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.03192606490694	0	0	0	0	7.85398163397448E-05	-4.19313617128755	0	0	0.0165045405115908	2.09524461591189	53388.6678974271	53388.6678974271	0.0399075811349228	0	288.15	288.15	7.85398163397448E-05	-3.66084546268693	0	0	0.0180117487780412	1.49075064186129	46611.3321025729	46611.3321025729	0	288.150000008025	288.150000008025	1.96349540849362E-05	-0.915211365671732	0	0	0.00454411230837558	1.49075064186129	46611.3321025729	46611.3321025729	0.007981516226735	0	288.150000007796	288.150000007796	3.844434104394E-08	364.8735835085	0	0	0.0483597586204941	0.00177251333562138	1E+060	1E+060	1E+060	1E+060	1E+060	1.24779354E-12	0.0289651159	287.051224952979	15.000000008025	1	1.77251333562138	1.46611332102573	205850.96663354	0	0	0	0	0	1.77251333567074	1.77251333567074	1.77251333567074	1.77251333562138	1.77251333562138	0	0	0	0	0	288564.777106044	0	0	0	0	0	0	0	11515.9222547187	-9212.73780374424	-2303.18445093606	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811349228	0.03192606490694	0	0	0.007981516226735	146611.332102573	288564.777106044	146611.332102573	288564.777106044	4.19313617128755	288564.777106044	0.0399075811349228	-0.0399075811349228	146611.332102573	3.66084546268693	0.03192606490694	0.03192606490694	146611.332102573	288564.777106044	-0.03192606490694	0.915211365671732	0.007981516226735	146611.332102573	288564.777106044	-0.007981516226735	0	0	288.150000008025	288.150000008025	288.150000008025	146611.332102573	288564.777106044	288.150000008025	146611.332102573	288564.777106044	288564.777106044	288564.777106044	288564.777106044	0.0399075811349228	-0.03192606490694	-0.007981516226735	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573	146611.332102573
	2.7	288.150000007626	146611.33210261	-1.6326549226854E-07	1.50123276936358E-05	3.654076863313E-08	1.18580146E-12	1.18580145703E-09	-0.000117097910272025	-0.000163963469820259	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649069786	0	0	0	0	7.85398163397448E-05	-4.19313617128467	0	0	0.0165045405115852	2.09524461591334	53388.6678973904	53388.6678973904	0.0399075811349091	0	288.15	288.15	7.85398163397448E-05	-3.66084546268981	0	0	0.0180117487780335	1.49075064186274	46611.3321026096	46611.3321026096	0	288.150000007626	288.150000007626	1.96349540849362E-05	-0.915211365672452	0	0	0.00454411230837342	1.49075064186274	46611.3321026096	46611.3321026096	0.00798151622674466	0	288.150000007409	288.150000007409	3.654076863313E-08	364.873583508589	0	0	0.0483597586204941	0.00177251333562427	1E+060	1E+060	1E+060	1E+060	1E+060	1.18580146E-12	0.0289651159	287.051224952979	15.0000000076261	1	1.77251333562427	1.4661133210261	205850.966633254	0	0	0	0	0	1.77251333567118	1.77251333567118	1.77251333567118	1.77251333562427	1.77251333562427	0	0	0	0	0	288564.777105644	0	0	0	0	0	0	0	11515.9222547148	-9212.7378037426	-2303.18445093565	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811349091	0.0319260649069786	0	0	0.00798151622674466	146611.33210261	288564.777105644	146611.33210261	288564.777105644	4.19313617128467	288564.777105644	0.0399075811349091	-0.0399075811349091	146611.33210261	3.66084546268981	0.0319260649069786	0.0319260649069786	146611.33210261	288564.777105644	-0.0319260649069786	0.915211365672452	0.00798151622674466	146611.33210261	288564.777105644	-0.00798151622674466	0	0	288.150000007626	288.150000007626	288.150000007626	146611.33210261	288564.777105644	288.150000007626	146611.33210261	288564.777105644	288564.777105644	288564.777105644	288564.777105644	0.0399075811349091	-0.0319260649069786	-0.00798151622674466	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261	146611.33210261
	2.8	288.150000007227	146611.332102646	-1.5472577393366E-07	1.42274577512674E-05	3.463037501206E-08	1.12378162E-12	1.12378162331E-09	-0.000110973020330914	-0.000155387243270369	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649070173	0	0	0	0	7.85398163397448E-05	-4.19313617128179	0	0	0.0165045405115795	2.09524461591479	53388.6678973537	53388.6678973537	0.0399075811348954	0	288.15	288.15	7.85398163397448E-05	-3.66084546269269	0	0	0.0180117487780259	1.49075064186419	46611.3321026463	46611.3321026463	0	288.150000007227	288.150000007227	1.96349540849362E-05	-0.915211365673172	0	0	0.00454411230837125	1.49075064186419	46611.3321026463	46611.3321026463	0.00798151622675432	0	288.150000007021	288.150000007021	3.463037501206E-08	364.873583508679	0	0	0.0483597586204941	0.00177251333562717	1E+060	1E+060	1E+060	1E+060	1E+060	1.12378162E-12	0.0289651159	287.051224952979	15.0000000072272	1	1.77251333562717	1.46611332102646	205850.966632968	0	0	0	0	0	1.77251333567163	1.77251333567163	1.77251333567163	1.77251333562717	1.77251333562717	0	0	0	0	0	288564.777105243	0	0	0	0	0	0	0	11515.9222547108	-9212.73780374096	-2303.18445093524	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348954	0.0319260649070173	0	0	0.00798151622675432	146611.332102646	288564.777105243	146611.332102646	288564.777105243	4.19313617128179	288564.777105243	0.0399075811348954	-0.0399075811348954	146611.332102646	3.66084546269269	0.0319260649070173	0.0319260649070173	146611.332102646	288564.777105243	-0.0319260649070173	0.915211365673172	0.00798151622675432	146611.332102646	288564.777105243	-0.00798151622675432	0	0	288.150000007227	288.150000007227	288.150000007227	146611.332102646	288564.777105243	288.150000007227	146611.332102646	288564.777105243	288564.777105243	288564.777105243	288564.777105243	0.0399075811348954	-0.0319260649070173	-0.00798151622675432	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646	146611.332102646
	2.9	288.150000006828	146611.332102683	-1.4618605559884E-07	1.34425878088991E-05	3.271998139098E-08	1.06176179E-12	1.0617617896E-09	-0.000104848130389844	-0.000146811016720536	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649070559	0	0	0	0	7.85398163397448E-05	-4.19313617127891	0	0	0.0165045405115738	2.09524461591624	53388.6678973171	53388.6678973171	0.0399075811348817	0	288.15	288.15	7.85398163397448E-05	-3.66084546269557	0	0	0.0180117487780183	1.49075064186564	46611.3321026829	46611.3321026829	0	288.150000006828	288.150000006828	1.96349540849362E-05	-0.915211365673893	0	0	0.00454411230836909	1.49075064186564	46611.3321026829	46611.3321026829	0.00798151622676398	0	288.150000006634	288.150000006634	3.271998139098E-08	364.873583508768	0	0	0.0483597586204941	0.00177251333563007	1E+060	1E+060	1E+060	1E+060	1E+060	1.06176179E-12	0.0289651159	287.051224952979	15.0000000068284	1	1.77251333563007	1.46611332102683	205850.966632682	0	0	0	0	0	1.77251333567207	1.77251333567207	1.77251333567207	1.77251333563007	1.77251333563007	0	0	0	0	0	288564.777104843	0	0	0	0	0	0	0	11515.9222547069	-9212.73780373933	-2303.18445093483	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348817	0.0319260649070559	0	0	0.00798151622676398	146611.332102683	288564.777104843	146611.332102683	288564.777104843	4.19313617127891	288564.777104843	0.0399075811348817	-0.0399075811348817	146611.332102683	3.66084546269557	0.0319260649070559	0.0319260649070559	146611.332102683	288564.777104843	-0.0319260649070559	0.915211365673893	0.00798151622676398	146611.332102683	288564.777104843	-0.00798151622676398	0	0	288.150000006828	288.150000006828	288.150000006828	146611.332102683	288564.777104843	288.150000006828	146611.332102683	288564.777104843	288564.777104843	288564.777104843	288564.777104843	0.0399075811348817	-0.0319260649070559	-0.00798151622676398	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683	146611.332102683
	3	288.15000000643	146611.33210272	-1.3764664452027E-07	1.26569875915724E-05	3.080776878051E-08	9.9973502E-13	9.9973501699E-10	-9.87234608202932E-05	-0.000138235098740504	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649070946	0	0	0	0	7.85398163397448E-05	-4.19313617127603	0	0	0.0165045405115682	2.09524461591769	53388.6678972804	53388.6678972804	0.039907581134868	0	288.15	288.15	7.85398163397448E-05	-3.66084546269845	0	0	0.0180117487780106	1.49075064186708	46611.3321027196	46611.3321027196	0	288.150000006429	288.150000006429	1.96349540849362E-05	-0.915211365674613	0	0	0.00454411230836692	1.49075064186708	46611.3321027196	46611.3321027196	0.00798151622677364	0	288.150000006246	288.150000006246	3.080776878051E-08	364.873583508857	0	0	0.0483597586204941	0.00177251333563296	1E+060	1E+060	1E+060	1E+060	1E+060	9.9973502E-13	0.0289651159	287.051224952979	15.0000000064295	1	1.77251333563296	1.4661133210272	205850.966632396	0	0	0	0	0	1.77251333567251	1.77251333567251	1.77251333567251	1.77251333563296	1.77251333563296	0	0	0	0	0	288564.777104442	0	0	0	0	0	0	0	11515.9222547029	-9212.73780373769	-2303.18445093442	0	0	1	1	1	1	1	0	0	0	0	0	-0.039907581134868	0.0319260649070946	0	0	0.00798151622677364	146611.33210272	288564.777104442	146611.33210272	288564.777104442	4.19313617127603	288564.777104442	0.039907581134868	-0.039907581134868	146611.33210272	3.66084546269845	0.0319260649070946	0.0319260649070946	146611.33210272	288564.777104442	-0.0319260649070946	0.915211365674613	0.00798151622677364	146611.33210272	288564.777104442	-0.00798151622677364	0	0	288.15000000643	288.15000000643	288.15000000643	146611.33210272	288564.777104442	288.15000000643	146611.33210272	288564.777104442	288564.777104442	288564.777104442	288564.777104442	0.039907581134868	-0.0319260649070946	-0.00798151622677364	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272	146611.33210272
	3.1	288.150000006031	146611.332102756	-1.2910707753424E-07	1.18737624697412E-05	2.890146788559E-08	9.37736E-13	9.3773599996E-10	-9.25986794301898E-05	-0.000129659024186493	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649071332	0	0	0	0	7.85398163397448E-05	-4.19313617127315	0	0	0.0165045405115625	2.09524461591913	53388.6678972437	53388.6678972437	0.0399075811348543	0	288.15	288.15	7.85398163397448E-05	-3.66084546270133	0	0	0.018011748778003	1.49075064186853	46611.3321027563	46611.3321027563	0	288.150000006031	288.150000006031	1.96349540849362E-05	-0.915211365675333	0	0	0.00454411230836476	1.49075064186853	46611.3321027563	46611.3321027563	0.00798151622678331	0	288.150000005859	288.150000005859	2.890146788559E-08	364.873583508946	0	0	0.0483597586204941	0.00177251333563586	1E+060	1E+060	1E+060	1E+060	1E+060	9.37736E-13	0.0289651159	287.051224952979	15.0000000060306	1	1.77251333563586	1.46611332102756	205850.96663211	0	0	0	0	0	1.77251333567296	1.77251333567296	1.77251333567296	1.77251333563586	1.77251333563586	0	0	0	0	0	288564.777104041	0	0	0	0	0	0	0	11515.922254699	-9212.73780373606	-2303.18445093401	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348543	0.0319260649071332	0	0	0.00798151622678331	146611.332102756	288564.777104041	146611.332102756	288564.777104041	4.19313617127315	288564.777104041	0.0399075811348543	-0.0399075811348543	146611.332102756	3.66084546270133	0.0319260649071332	0.0319260649071332	146611.332102756	288564.777104041	-0.0319260649071332	0.915211365675333	0.00798151622678331	146611.332102756	288564.777104041	-0.00798151622678331	0	0	288.150000006031	288.150000006031	288.150000006031	146611.332102756	288564.777104041	288.150000006031	146611.332102756	288564.777104041	288564.777104041	288564.777104041	288564.777104041	0.0399075811348543	-0.0319260649071332	-0.00798151622678331	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756	146611.332102756
	3.2	288.150000005632	146611.332102793	-1.2057042720268E-07	1.10856096938183E-05	2.69828888122E-08	8.7569535E-13	8.7569534957E-10	-8.64759899343281E-05	-0.000121085878755961	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649071719	0	0	0	0	7.85398163397448E-05	-4.19313617127027	0	0	0.0165045405115568	2.09524461592058	53388.667897207	53388.667897207	0.0399075811348405	0	288.15	288.15	7.85398163397448E-05	-3.66084546270421	0	0	0.0180117487779954	1.49075064186998	46611.332102793	46611.332102793	0	288.150000005632	288.150000005632	1.96349540849362E-05	-0.915211365676053	0	0	0.0045441123083626	1.49075064186998	46611.332102793	46611.332102793	0.00798151622679297	0	288.150000005471	288.150000005471	2.69828888122E-08	364.873583509036	0	0	0.0483597586204941	0.00177251333563876	1E+060	1E+060	1E+060	1E+060	1E+060	8.7569535E-13	0.0289651159	287.051224952979	15.0000000056318	1	1.77251333563876	1.46611332102793	205850.966631824	0	0	0	0	0	1.7725133356734	1.7725133356734	1.7725133356734	1.77251333563876	1.77251333563876	0	0	0	0	0	288564.777103641	0	0	0	0	0	0	0	11515.922254695	-9212.73780373442	-2303.18445093361	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348405	0.0319260649071719	0	0	0.00798151622679297	146611.332102793	288564.777103641	146611.332102793	288564.777103641	4.19313617127027	288564.777103641	0.0399075811348405	-0.0399075811348405	146611.332102793	3.66084546270421	0.0319260649071719	0.0319260649071719	146611.332102793	288564.777103641	-0.0319260649071719	0.915211365676053	0.00798151622679297	146611.332102793	288564.777103641	-0.00798151622679297	0	0	288.150000005632	288.150000005632	288.150000005632	146611.332102793	288564.777103641	288.150000005632	146611.332102793	288564.777103641	288564.777103641	288564.777103641	288564.777103641	0.0399075811348405	-0.0319260649071719	-0.00798151622679297	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793	146611.332102793
	3.3	288.150000005233	146611.33210283	-1.1203070886808E-07	1.03007397514509E-05	2.507249519113E-08	8.1367552E-13	8.1367551585E-10	-8.03510999934181E-05	-0.000112509652206351	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649072105	0	0	0	0	7.85398163397448E-05	-4.19313617126739	0	0	0.0165045405115511	2.09524461592203	53388.6678971704	53388.6678971704	0.0399075811348268	0	288.15	288.15	7.85398163397448E-05	-3.66084546270709	0	0	0.0180117487779878	1.49075064187143	46611.3321028297	46611.3321028297	0	288.150000005233	288.150000005233	1.96349540849362E-05	-0.915211365676773	0	0	0.00454411230836044	1.49075064187143	46611.3321028297	46611.3321028297	0.00798151622680263	0	288.150000005084	288.150000005084	2.507249519113E-08	364.873583509125	0	0	0.0483597586204941	0.00177251333564165	1E+060	1E+060	1E+060	1E+060	1E+060	8.1367552E-13	0.0289651159	287.051224952979	15.000000005233	1	1.77251333564165	1.4661133210283	205850.966631537	0	0	0	0	0	1.77251333567384	1.77251333567384	1.77251333567384	1.77251333564165	1.77251333564165	0	0	0	0	0	288564.77710324	0	0	0	0	0	0	0	11515.9222546911	-9212.73780373279	-2303.1844509332	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348268	0.0319260649072105	0	0	0.00798151622680263	146611.33210283	288564.77710324	146611.33210283	288564.77710324	4.19313617126739	288564.77710324	0.0399075811348268	-0.0399075811348268	146611.33210283	3.66084546270709	0.0319260649072105	0.0319260649072105	146611.33210283	288564.77710324	-0.0319260649072105	0.915211365676773	0.00798151622680263	146611.33210283	288564.77710324	-0.00798151622680263	0	0	288.150000005233	288.150000005233	288.150000005233	146611.33210283	288564.77710324	288.150000005233	146611.33210283	288564.77710324	288564.77710324	288564.77710324	288564.77710324	0.0399075811348268	-0.0319260649072105	-0.00798151622680263	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283	146611.33210283
	3.4	288.150000004834	146611.332102866	-1.0349063282778E-07	9.51605181053018E-06	2.31625563174E-08	7.5165568E-13	7.5165568214E-10	-7.42259534974396E-05	-0.000103933066421814	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649072492	0	0	0	0	7.85398163397448E-05	-4.19313617126451	0	0	0.0165045405115455	2.09524461592348	53388.6678971337	53388.6678971337	0.0399075811348131	0	288.15	288.15	7.85398163397448E-05	-3.66084546270997	0	0	0.0180117487779801	1.49075064187288	46611.3321028663	46611.3321028663	0	288.150000004834	288.150000004834	1.96349540849362E-05	-0.915211365677493	0	0	0.00454411230835827	1.49075064187288	46611.3321028663	46611.3321028663	0.00798151622681229	0	288.150000004696	288.150000004696	2.31625563174E-08	364.873583509214	0	0	0.0483597586204941	0.00177251333564455	1E+060	1E+060	1E+060	1E+060	1E+060	7.5165568E-13	0.0289651159	287.051224952979	15.0000000048341	1	1.77251333564455	1.46611332102866	205850.966631251	0	0	0	0	0	1.77251333567429	1.77251333567429	1.77251333567429	1.77251333564455	1.77251333564455	0	0	0	0	0	288564.77710284	0	0	0	0	0	0	0	11515.9222546871	-9212.73780373115	-2303.18445093279	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811348131	0.0319260649072492	0	0	0.00798151622681229	146611.332102866	288564.77710284	146611.332102866	288564.77710284	4.19313617126451	288564.77710284	0.0399075811348131	-0.0399075811348131	146611.332102866	3.66084546270997	0.0319260649072492	0.0319260649072492	146611.332102866	288564.77710284	-0.0319260649072492	0.915211365677493	0.00798151622681229	146611.332102866	288564.77710284	-0.00798151622681229	0	0	288.150000004834	288.150000004834	288.150000004834	146611.332102866	288564.77710284	288.150000004834	146611.332102866	288564.77710284	288564.77710284	288564.77710284	288564.77710284	0.0399075811348131	-0.0319260649072492	-0.00798151622681229	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866	146611.332102866
	3.5	288.150000004435	146611.332102903	-9.49498918256E-08	8.73227614601487E-06	2.125489118043E-08	6.8964279E-13	6.8964278732E-10	-6.81003300749135E-05	-9.5355812832605E-05	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649072878	0	0	0	0	7.85398163397448E-05	-4.19313617126163	0	0	0.0165045405115398	2.09524461592493	53388.667897097	53388.667897097	0.0399075811347994	0	288.15	288.15	7.85398163397448E-05	-3.66084546271285	0	0	0.0180117487779725	1.49075064187433	46611.332102903	46611.332102903	0	288.150000004435	288.150000004435	1.96349540849362E-05	-0.915211365678213	0	0	0.00454411230835611	1.49075064187433	46611.332102903	46611.332102903	0.00798151622682196	0	288.150000004309	288.150000004309	2.125489118043E-08	364.873583509303	0	0	0.0483597586204941	0.00177251333564745	1E+060	1E+060	1E+060	1E+060	1E+060	6.8964279E-13	0.0289651159	287.051224952979	15.0000000044352	1	1.77251333564745	1.46611332102903	205850.966630965	0	0	0	0	0	1.77251333567473	1.77251333567473	1.77251333567473	1.77251333564745	1.77251333564745	0	0	0	0	0	288564.777102439	0	0	0	0	0	0	0	11515.9222546832	-9212.73780372951	-2303.18445093238	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811347994	0.0319260649072878	0	0	0.00798151622682196	146611.332102903	288564.777102439	146611.332102903	288564.777102439	4.19313617126163	288564.777102439	0.0399075811347994	-0.0399075811347994	146611.332102903	3.66084546271285	0.0319260649072878	0.0319260649072878	146611.332102903	288564.777102439	-0.0319260649072878	0.915211365678213	0.00798151622682196	146611.332102903	288564.777102439	-0.00798151622682196	0	0	288.150000004435	288.150000004435	288.150000004435	146611.332102903	288564.777102439	288.150000004435	146611.332102903	288564.777102439	288564.777102439	288564.777102439	288564.777102439	0.0399075811347994	-0.0319260649072878	-0.00798151622682196	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903	146611.332102903
